chap_num,term_str,n
2,goodness,4
2,grace,4
2,gracious,2
2,grain,1
2,grains,1
2,grant,1
2,granted,1
2,grasp,1
2,grasped,1
2,grateful,1
2,great,1
2,greater,2
2,grew,1
2,grieve,6
2,gross,1
2,group,3
2,grows,2
2,guard,2
2,guardian,3
2,guidance,11
2,guidancethey,1
2,guide,3
2,guided,13
2,guides,4
2,guilt,1
2,gush,1
2,gushed,1
2,habitat,1
2,had,16
2,hajj,6
2,hajjthere,1
2,half,1
2,hand,2
2,handed,1
2,handle,1
2,hands,4
2,hardened,1
2,harder,1
2,hardship,4
2,harm,3
2,harmed,2
2,harmful,1
2,harut,1
2,has,50
2,have,110
2,havealthough,1
2,having,3
2,he,136
2,head,1
2,heads,1
2,hear,3
2,heard,1
2,hearer,2
2,hearing,5
2,hears,1
2,hearsay,1
2,heart,4
2,hearts,6
2,heaven,4
2,heavens,9
2,heavy,2
2,heed,1
2,heedless,1
2,heels,1
2,heifer,4
2,heifers,1
2,heir,1
2,hell,2
2,help,3
2,helped,3
2,helper,2
2,helpers,1
2,her,8
2,herbs,1
2,here,1
2,hereafter,8
2,hiding,1
2,high,1
2,hill,1
2,hillside,1
2,him,60
2,hima,1
2,himgod,1
2,himself,6
2,hinder,1
2,hiring,1
2,his,58
2,hold,1
2,holds,1
2,holy,4
2,home,1
2,homeless,1
2,homes,5
2,homesconspiring,1
2,honest,1
2,honesty,1
2,honorable,1
2,honorably,1
2,hope,1
2,hostile,4
2,hostility,2
2,house,4
2,household,1
2,how,9
2,humanity,6
2,humbly,1
2,humiliation,2
2,hundred,3
2,hunger,1
2,hurries,1
2,hurt,1
2,hurtful,1
2,husband,1
2,husbands,2
2,i,25
2,idolater,2
2,idolaters,1
2,idolatress,1
2,idolatresses,1
2,if,65
2,ignorant,3
2,illicitly,1
2,illuminated,1
2,illuminates,1
2,immorality,1
2,impostors,1
2,impresses,1
2,improvement,1
2,in,143
2,incline,1
2,include,1
2,including,1
2,increase,1
2,increased,2
2,incur,1
2,incurred,2
2,indeed,3
2,infants,1
2,inferior,1
2,inflicted,1
2,inform,1
2,ingrate,1
2,ingratitude,1
2,inhabit,1
2,inhabitants,1
2,iniquitiesthese,1
2,injury,1
2,injustice,1
2,inmates,5
2,insight,1
2,insist,1
2,insistently,1
2,insults,2
2,intend,1
2,intentions,1
2,intercede,1
2,intercession,3
2,intercourse,1
2,intermix,1
2,into,7
2,intoxicants,1
2,irrigate,1
2,is,238
2,isaac,3
2,ishmael,5
2,israel,6
2,it,138
2,itafter,1
2,its,17
2,itthese,1
2,jacob,4
2,jesus,3
2,jew,1
2,jewish,1
2,jews,5
2,joined,1
2,joke,1
2,journey,3
2,judge,2
2,just,1
2,keep,5
2,keeping,1
2,kill,4
2,killed,4
2,killing,4
2,kin,1
2,kind,4
2,kindled,1
2,kindly,1
2,kinds,2
2,king,2
2,kingship,1
2,kneel,3
2,knew,7
2,know,39
2,knower,3
2,knowing,6
2,knowledge,5
2,knowledgeable,1
2,knows,10
2,lacks,1
2,lam,1
2,land,2
2,landmark,1
2,large,2
2,last,7
2,latter,1
2,lawful,4
2,leader,1
2,leads,2
2,learned,2
2,least,1
2,leave,7
2,leaves,3
2,left,2
2,lentils,1
2,lesson,1
2,lest,1
2,let,12
2,life,14
2,light,3
2,lightened,2
2,lightning,2
2,like,12
2,likely,1
2,likeness,2
2,limits,7
2,listen,2
2,listener,1
2,little,4
2,live,1
2,lives,2
2,living,1
2,loan,1
2,long,3
2,look,5
2,looked,2
2,lord,49
2,lords,1
2,lordthey,2
2,lose,1
2,losers,3
2,loss,1
2,love,6
2,loves,3
2,mad,1
2,made,9
2,maid,1
2,maintain,3
2,maintains,1
2,make,10
2,maker,2
2,makes,4
2,making,4
2,man,2
2,manifold,1
2,mankind,4
2,manna,1
2,manner,1
2,many,5
2,marriage,2
2,married,1
2,marry,2
2,marrying,1
2,marut,1
2,marwa,1
2,mary,2
2,master,1
2,matter,2
2,may,31
2,me,17
2,means,5
2,meanswith,1
2,meanwhile,1
2,measure,2
2,meem,1
2,meet,4
2,men,3
2,menstruation,2
2,mentally,1
2,merciful,11
2,mercy,6
2,messenger,10
2,messengers,6
2,michaelgod,1
2,middle,1
2,might,3
2,mighty,3
2,migrated,1
2,mindful,2
2,miracles,1
2,misconduct,1
2,misdeeds,2
2,miserable,3
2,misleads,1
2,mistake,1
2,mix,1
2,mockery,1
2,moderate,1
2,money,1
2,monotheist,1
2,month,5
2,months,3
2,more,12
2,moses,13
2,mosque,6
2,mosques,1
2,most,9
2,mother,1
2,mothers,1
2,mount,2
2,much,1
2,multiplies,1
2,multiply,1
2,murder,1
2,murdered,1
2,must,2
2,mutual,2
2,my,17
2,name,2
2,names,4
2,nations,1
2,near,4
2,nearer,1
2,needy,4
2,neither,6
2,never,5
2,news,6
2,next,1
2,nicely,1
2,night,3
2,nightfall,1
2,nights,1
2,no,41
2,none,6
2,nor,26
2,not,150
2,notables,1
2,notand,1
2,nothing,11
2,notice,1
2,notthen,1
2,now,3
2,nudge,1
2,nullify,2
2,number,5
2,nurse,1
2,nursingmothers,1
2,nursingperiod,1
2,o,25
2,oaths,2
2,obedient,1
2,obey,2
2,obligations,1
2,obligatory,1
2,observe,1
2,oceans,1
2,of,240
2,offer,2
2,offering,2
2,offerings,1
2,officials,1
2,old,2
2,omnipresent,1
2,omniscient,1
2,on,48
2,once,3
2,one,22
2,ones,2
2,onions,1
2,only,13
2,open,1
2,openly,1
2,oppression,2
2,oppressors,1
2,or,40
2,ordained,5
2,order,1
2,originator,1
2,orphans,4
2,other,8
2,others,6
2,ought,2
2,our,24
2,out,12
2,outright,1
2,outweighs,1
2,over,13
2,overburdened,1
2,overlook,1
2,overtake,1
2,overtakes,1
2,own,9
2,painful,4
2,palms,1
2,parable,3
2,paradise,2
2,pardon,3
2,pardoned,2
2,parents,4
2,part,9
2,parted,1
2,passed,3
2,past,1
2,path,4
2,patience,3
2,patiently,1
2,patriarchs,2
2,pay,3
2,pays,1
2,peace,1
2,peaceful,1
2,people,49
2,peoples,1
2,perceive,1
2,perform,4
2,performs,1
2,period,1
2,periods,1
2,permission,2
2,permitted,2
2,persecution,3
2,persevere,1
2,person,3
2,pharaoh,2
2,pick,1
2,piety,3
2,pilgrimage,1
2,pious,2
2,place,3
2,places,1
2,placing,1
2,plague,1
2,plainly,1
2,please,1
2,pleasing,1
2,pledge,5
2,plentifully,1
2,plenty,1
2,plow,1
2,point,1
2,polytheists,2
2,poor,3
2,portents,1
2,possessions,1
2,possessor,1
2,possible,1
2,pour,1
2,poverty,2
2,power,4
2,powerful,2
2,practice,1
2,praises,1
2,praiseworthy,1
2,pray,2
2,prayed,1
2,prayer,6
2,prayers,5
2,preceded,1
2,prepared,1
2,prescribed,2
2,presence,2
2,present,2
2,presented,1
2,preservation,1
2,press,1
2,prevent,3
2,prevented,1
2,previously,1
2,price,2
2,pricethose,1
2,pride,1
2,private,1
2,privately,2
2,proclaim,1
2,produce,4
2,produced,1
2,produces,1
2,profit,1
2,promise,3
2,promiseor,1
2,promises,2
2,proof,3
2,proofs,5
2,proper,2
2,properties,1
2,prophet,3
2,prophets,4
2,prophetsfrom,1
2,prostrate,1
2,protect,2
2,provide,3
2,provided,10
2,provides,1
2,provision,2
2,provisions,1
2,publicly,1
2,punishes,1
2,punishment,9
2,pure,3
2,purifies,1
2,purify,2
2,put,2
2,quails,1
2,quarrelling,1
2,question,1
2,questioned,4
2,quran,1
2,race,1
2,rain,2
2,raise,1
2,raised,3
2,raises,1
2,ramadan,1
2,rank,1
2,ransom,4
2,rather,4
2,reached,5
2,read,2
2,realize,1
2,reasonable,2
2,recall,12
2,recanting,1
2,receive,1
2,received,3
2,receives,1
2,receiving,1
2,recite,2
2,recites,1
2,reckoning,1
2,recognize,3
2,recognized,2
2,reconcilegod,1
2,reconciles,1
2,reconciliation,1
2,redemption,1
2,reflect,1
2,reform,1
2,reformers,1
2,refrain,1
2,refrains,1
2,refuse,2
2,refused,1
2,regarding,3
2,regrets,1
2,regular,1
2,regularly,2
2,reign,1
2,reject,4
2,rejected,1
2,rejectingthoseupon,1
2,rejects,1
2,relations,1
2,relatives,4
2,release,2
2,relented,1
2,relenting,1
2,relics,1
2,religion,6
2,remain,3
2,remains,1
2,remember,14
2,remembrance,1
2,remind,1
2,reminders,2
2,remit,1
2,renounces,1
2,repaid,1
2,repayment,1
2,repent,3
2,repentance,6
2,repentant,1
2,reprieved,1
2,resentment,1
2,residence,1
2,resolve,1
2,respect,1
2,responsibility,1
2,responsible,2
2,restored,1
2,restrained,1
2,restraining,1
2,rests,2
2,resumesthese,1
2,resurrected,1
2,resurrection,4
2,retain,2
2,retaliate,1
2,retaliation,3
2,retention,1
2,retreat,1
2,retribution,4
2,return,3
2,returned,5
2,reuniting,1
2,reveal,3
2,revealed,19
2,revelations,9
2,revive,1
2,revived,2
2,revives,1
2,reward,7
2,rewarded,1
2,rich,2
2,ridicule,1
2,ridicules,1
2,ridiculing,1
2,riding,1
2,right,4
2,righteous,12
2,righteouslywill,1
2,righteousness,5
2,rightly,1
2,rights,1
2,rise,1
2,rites,3
2,rivals,1
2,river,1
2,rivers,3
2,rock,2
2,rocks,2
2,ruin,3
2,rushing,1
2,sabbath,1
2,sabeansany,1
2,sacred,8
2,sacrifice,1
2,sacrifices,1
2,sacrilege,1
2,safa,1
2,safe,1
2,said,72
2,sail,1
2,sake,2
2,same,5
2,sanctify,2
2,sanctuary,1
2,satan,5
2,satans,1
2,satisfy,1
2,saul,2
2,saved,1
2,say,50
2,saying,1
2,says,6
2,scatters,1
2,schism,1
2,scoops,1
2,screaming,1
2,scribe,4
2,scripture,12
2,scriptures,1
2,scripturethosegod,1
2,sea,1
2,seal,1
2,sealed,1
2,seclude,1
2,secret,1
2,secretly,1
2,secrets,1
2,secure,1
2,security,1
2,see,4
2,seeing,5
2,seek,4
2,seeking,4
2,seen,2
2,sells,1
2,selves,1
2,send,2
2,sends,2
2,sent,8
2,separation,1
2,serious,2
2,servant,2
2,servants,3
2,serve,1
2,set,4
2,setting,1
2,settled,1
2,seven,3
2,sever,1
2,severe,4
2,severed,1
2,sexual,1
2,shaded,1
2,shadows,1
2,shaken,1
2,shall,20
2,share,3
2,shave,1
2,she,6
2,shed,2
2,ships,1
2,should,7
2,show,6
2,shows,1
2,shrine,1
2,shy,1
2,sick,3
2,sickness,2
2,sight,2
2,sign,2
2,signs,7
2,signsthese,1
2,similar,2
2,similarly,1
2,sin,4
2,sincere,4
2,sinful,1
2,sinfulness,1
2,sink,1
2,sinner,1
2,sinners,1
2,sins,1
2,skeptic,1
2,sky,5
2,slave,2
2,slaves,1
2,sleep,1
2,slew,1
2,slip,2
2,slumber,1
2,small,4
2,smooth,1
2,snatches,1
2,so,45
2,soil,1
2,sold,2
2,solomon,2
2,some,16
2,someone,5
2,something,5
2,son,3
2,sons,4
2,soul,6
2,souls,6
2,sound,1
2,sovereignty,4
2,sparing,1
2,speak,3
2,specific,1
2,specified,1
2,specifiedunless,1
2,speculate,1
2,speech,1
2,spend,6
2,spends,1
2,spent,1
2,spike,1
2,spikes,1
2,spirit,2
2,splinter,1
2,spoiledand,1
2,spoke,1
2,spot,1
2,spouse,1
2,spouses,1
2,spread,1
2,springs,1
2,staff,1
2,stand,2
2,state,1
2,stature,1
2,stays,1
2,steadfast,3
2,stern,1
2,still,1
2,stones,1
2,straight,2
2,strayed,1
2,streak,2
2,strength,2
2,strengthen,2
2,strengthened,1
2,stricken,1
2,strike,2
2,strikes,1
2,strives,1
2,stronger,1
2,struck,2
2,structure,1
2,sublime,1
2,submission,1
2,submissive,2
2,submit,2
2,submits,1
2,submitted,2
2,subsequent,1
2,substitute,1
2,substituted,1
2,succeed,1
2,succeeded,1
2,successful,1
2,succession,1
2,successor,1
2,such,1
2,sufficient,1
2,sun,1
2,support,2
2,supported,1
2,suppress,1
2,surely,1
2,surplus,1
2,surrender,1
2,surrounds,1
2,suspect,1
2,sustenance,2
2,swallow,2
2,swift,1
2,swine,1
2,take,9
2,taken,2
2,tarried,3
2,taught,7
2,teach,3
2,teaches,3
2,tell,3
2,ten,2
2,term,3
2,terms,1
2,terrible,2
2,test,2
2,testament,1
2,testator,1
2,tested,1
2,testimony,3
2,testing,1
2,than,15
2,thank,1
2,thankful,1
2,thanks,1
2,that,120
2,the,496
2,their,92
2,theirs,1
2,them,151
2,themout,1
2,themselves,7
2,themthe,1
2,themthey,1
2,then,54
2,there,20
2,thereby,5
2,therefore,2
2,therefrom,1
2,therein,3
2,thereupon,3
2,these,18
2,they,217
2,thing,2
2,things,10
2,think,4
2,thinking,1
2,this,20
2,those,89
2,thosei,1
2,though,5
2,thousand,1
2,thousands,1
2,three,2
2,threw,1
2,throne,1
2,through,3
2,throw,1
2,thunder,1
2,thunderbolt,1
2,thunderbolts,1
2,thus,11
2,tie,1
2,ties,1
2,time,4
2,timetables,1
2,to,260
2,today,1
2,together,4
2,told,2
2,too,3
2,took,2
2,torment,7
2,tornado,1
2,toss,1
2,touch,2
2,touched,2
2,towards,16
2,town,2
2,trade,1
2,trading,1
2,tranquility,1
2,transaction,1
2,transgress,2
2,transgressed,1
2,transgression,1
2,travel,1
2,tree,1
2,tremendous,1
2,trial,1
2,tribe,1
2,trivial,1
2,troops,3
2,trouble,1
2,troublemakers,1
2,trust,2
2,trustee,1
2,trustworthy,1
2,truth,14
2,truthbringing,1
2,truthful,2
2,turn,11
2,turned,9
2,turning,1
2,turns,2
2,twelve,1
2,twice,1
2,two,6
2,umrah,3
2,unable,3
2,unaware,5
2,unbelievers,1
2,under,2
2,understand,6
2,understanding,3
2,understood,1
2,uneducated,1
2,ungrateful,1
2,unintentional,1
2,unjust,3
2,unless,10
2,unseen,1
2,until,12
2,up,4
2,upon,21
2,urges,1
2,us,33
2,use,1
2,used,6
2,usury,5
2,veil,1
2,verse,1
2,vice,1
2,victory,3
2,vines,1
2,violate,1
2,violated,1
2,virtue,2
2,virtuous,3
2,vision,1
2,volunteers,2
2,vow,1
2,wait,3
2,waiting,1
2,walk,1
2,want,1
2,war,1
2,warned,2
2,warnings,2
2,wary,1
2,was,29
2,waste,1
2,water,4
2,way,8
2,wayfarer,1
2,we,103
2,weak,2
2,wealth,9
2,wealthy,1
2,weaning,1
2,were,27
2,west,4
2,what,95
2,whatever,10
2,when,59
2,whenever,8
2,where,3
2,wherein,3
2,wherever,6
2,whether,3
2,which,18
2,whichever,1
2,while,10
2,white,1
2,who,130
2,whoever,34
2,whole,1
2,wholeheartedly,1
2,whom,9
2,whomever,5
2,whose,6
2,why,3
2,wicked,2
2,widows,2
2,wife,1
2,will,119
2,willed,5
2,willing,1
2,wills,11
2,winds,1
2,wisdom,6
2,wise,7
2,wish,5
2,wishes,2
2,witchcraft,1
2,with,76
2,within,1
2,without,3
2,witness,4
2,witnesses,7
2,wives,4
2,woe,3
2,wombs,1
2,women,11
2,wonder,1
2,word,1
2,words,7
2,works,3
2,world,6
2,worldly,1
2,worlds,1
2,worse,1
2,worship,7
2,worshiping,2
2,worthy,1
2,would,23
2,wrath,3
2,wretched,1
2,write,7
2,writing,1
2,written,1
2,wrong,8
2,wrongdoers,9
2,wrongdoing,2
2,wronged,4
2,wrongfully,1
2,wronging,1
2,wrongprovided,1
2,year,1
2,years,4
2,yelling,1
2,yellow,1
2,yes,1
2,yet,6
2,yoked,1
2,you,407
2,youexcept,1
2,young,1
2,your,81
2,yours,1
2,yourself,1
2,yourselves,10
2,youthen,1
3,a,83
3,abide,1
3,abiding,2
3,able,2
3,abode,1
3,about,7
3,abraham,7
3,abuse,1
3,accept,1
3,acceptance,1
3,accepted,4
3,according,1
3,account,3
3,accounts,1
3,accuse,1
3,accused,1
3,acquainted,1
3,act,1
3,acts,1
3,adam,2
3,admit,1
3,admitted,1
3,adorned,1
3,adulthood,1
3,adversity,1
3,advice,1
3,advocate,4
3,advocating,1
3,affairs,1
3,affirm,2
3,afflicted,3
3,afflicts,1
3,aforetime,1
3,after,17
3,afterwards,1
3,against,6
3,age,1
3,aggression,1
3,alif,1
3,alike,1
3,alive,1
3,all,15
3,allies,2
3,almighty,2
3,almost,1
3,alone,1
3,alongside,1
3,already,1
3,alternate,1
3,alternation,1
3,although,1
3,altogether,1
3,am,2
3,among,22
3,an,3
3,and,310
3,angels,8
3,anger,1
3,another,1
3,answered,1
3,any,5
3,anyone,2
3,anything,4
3,appeared,1
3,appreciative,2
3,approval,1
3,arbitrate,1
3,are,59
3,areyou,1
3,argue,5
3,armies,2
3,around,2
3,as,35
3,ask,2
3,asked,1
3,assassinate,1
3,assign,1
3,associate,1
3,assume,2
3,astray,2
3,at,11
3,attack,1
3,attain,1
3,attains,1
3,attribute,2
3,avail,2
3,avert,1
3,awaits,3
3,aware,2
3,away,6
3,awaygod,2
3,awful,1
3,back,6
3,backs,1
3,backslide,1
3,bad,2
3,badr,1
3,barren,1
3,battlepositions,1
3,be,40
3,bear,3
3,bears,1
3,beautiful,1
3,became,1
3,because,7
3,become,1
3,becomes,1
3,beds,1
3,been,7
3,befalls,1
3,befell,2
3,before,16
3,befriend,1
3,beginning,1
3,behavior,1
3,behind,2
3,being,3
3,bekka,1
3,belief,2
3,believe,25
3,believed,7
3,believers,16
3,belongs,4
3,beneath,4
3,besides,1
3,best,4
3,bestow,2
3,better,3
3,between,6
3,beware,1
3,beyond,1
3,bird,2
3,bite,1
3,blackened,2
3,blasphemy,1
3,blessed,2
3,blessings,1
3,blind,1
3,book,10
3,bounteous,1
3,bounty,3
3,bow,1
3,branded,1
3,break,2
3,breathe,1
3,brethren,3
3,brief,1
3,bring,4
3,brings,1
3,brink,1
3,brought,1
3,burning,1
3,but,37
3,by,12
3,calamity,1
3,call,1
3,called,2
3,caller,1
3,calling,3
3,came,5
3,can,5
3,capable,1
3,care,1
3,cared,1
3,caring,1
3,cast,1
3,cause,6
3,caused,1
3,causes,1
3,cautions,1
3,cautious,1
3,cease,1
3,charge,1
3,charitable,1
