chap_num,D,C,E,F,B,A
38,0.6455662861183222,0.5096321922986728,0.6790161006018041,0.7431136011687867,0.9403032692214333,0.6010007544202066
39,0.973538015677998,0.6419356214265061,0.7066573138924532,0.7025153127103072,0.9034031234734626,0.7237667322775014
40,1.123467866520863,0.687756659502725,0.9011749881898519,0.7194774604752553,0.7215764291476545,0.761737466398942
41,1.0402211811657507,0.6123725436068087,0.7588845901261876,0.6970739686520676,0.7281868456928289,0.7392916533610986
42,1.0800003220439538,0.7209255133695344,0.7341943915829114,0.6840408704731672,0.7136824082537674,0.7251759335787158
43,1.027416234559034,0.6761885329351732,0.8264374897409572,0.7377862078625325,0.8141568724616459,0.8132153068429504
44,0.8829324586343563,0.7002591751901732,0.7721723743142302,0.8548914253443604,0.669457581519606,0.6919465826605044
45,1.170440248798694,0.6729794836964615,0.7113739390944991,0.6523539122913334,0.7367939699992851,0.8059065935528581
46,0.9667817032409947,0.6936906884313886,0.9571255442182558,0.6907315650722399,0.7720655469446686,0.7862486497692012
47,0.9325204294463917,1.0363180191973658,0.6985383692823024,0.6934817412598551,0.6478561621959866,0.7776815535267846
48,0.6906317368728865,1.1463004503711947,0.630834126620153,0.8685192369633987,0.6017334705211578,0.5331593873378416
49,0.7395642288178951,1.287892711798626,0.796051272022083,1.0277866669585187,0.7456349435908421,0.7411595532347204
50,0.7558420426519331,0.4447532892377448,0.7346478603084688,0.987527481910242,0.6268059876701296,0.6091861866293209
51,0.7612889336610486,0.594663269881469,0.9586316255297526,0.9920416023340901,0.6671436847449971,0.7088063058841523
52,0.6947822578596884,0.458494913334733,0.5743306933050009,0.9173892583348118,0.5549533437926538,0.662574240974789
53,0.7728803360260402,0.6578457143541273,0.7446716301249655,0.8289223976748856,0.7560198669458662,0.9969120309150269
54,0.6694723365509603,0.4408203596483759,0.7229414134328846,0.82787596467651,0.558924418731061,0.8188781591375512
55,0.5479444767081685,0.305298764185401,0.4768277017388012,1.2230501356587664,0.480724257415881,2.0473419999587015
56,0.5813929932347726,0.38117365893046007,0.5511349696679534,0.96145929775791,0.532725047298923,0.6383291529700176
57,0.8049110647758276,1.014611042172059,0.7084838181764698,0.8537592508280204,0.7098458376936301,0.6645791524746678
58,0.6125001349794993,1.2967800282507254,0.6529564984535351,0.702099158771821,0.6266085299051608,0.6375617607041683
59,0.7844265452050715,1.2518357239063944,0.7053347065988225,0.7379306443331102,0.7004580701727223,0.6009867032205363
60,0.5093287658814079,1.3018229309884413,0.575108984277435,0.5775736991178533,0.6183311780216093,0.5446070515864272
61,0.7070170893001542,1.3687356141169107,0.8252986541610381,0.6592399538001321,0.7680557862169652,0.6822844312926993
62,0.8132569033555069,1.0105107472625054,0.6783240754245322,0.6304616774478824,0.7525290029268717,0.6873028437757468
63,0.7452990410975331,1.527252766553637,0.795145048961803,0.7954910950066466,0.656685450650714,0.650962994137144
64,0.7918620505185222,1.2233883462558843,0.7593786870481322,0.7661482142798337,0.6404302869971656,0.5742155040408528
65,0.5836060104650486,1.0176937375149266,0.7001430526369722,0.6767632898225793,0.5862737945058789,0.617450086058702
66,0.5462169034976212,1.0304056479857013,0.8989791156351032,0.7209989197308074,0.871908308243799,0.5660209950905857
67,0.7816865911710055,0.6402753276298503,0.6335272602408899,1.0160003313067663,0.6345469116979193,0.6332445185804024
68,0.6568754344187204,0.626237640964215,0.6885467309221577,0.9577110670094406,0.6283683582202605,0.664775123279432
69,0.6571035166699369,0.5290379093863025,0.6708732967345682,1.0082795780855631,0.615480336697433,0.5635238666582641
70,0.5479206407291288,0.522293929071562,0.5058617380683126,0.9475549494762013,0.6198869679415124,0.5034375681844058
71,0.7086072910218945,0.7862466054266474,0.7511076384348637,1.011096362180214,0.6672367736214947,0.6699690831066969
72,0.662623721511158,0.6552596297514827,0.6608421415139155,0.9225540680551159,0.6434068532959075,0.7080177900050911
73,0.6514990987172107,0.8730311547685231,0.7210704221544956,1.0280538341775074,0.6613480536620601,0.7786737366419753
74,0.8802453739042949,0.7992000343339175,0.7380884183932498,1.0470435044619737,0.7731274983633716,0.7397216122806799
75,0.7198596314631402,0.5022897691113851,0.7326318578294501,1.1439803952638574,0.800503158695101,0.624154363527659
76,0.6449793050650102,0.5642608582558468,0.4950691527166496,0.9946689783883863,0.6436609056852517,0.5649956438663092
77,0.6189208495516529,0.30770778582772573,0.4521769353797611,1.3063707142272438,0.5971160381443067,0.6189861521245821
78,0.7317029639972711,0.5434664418523574,0.6486839500367201,1.066586612394537,0.6900827100497734,0.6708012682533427
79,0.5970307958957338,0.47201694786878207,0.6679856564783775,0.9167340376129152,0.6473048476491253,0.5846943487548036
80,0.6008401826631223,0.5076370809068651,0.5828670125916875,0.9334324507286104,0.6845109121097356,0.6104795305524595
81,0.6639920000904781,0.5859224982126544,0.8064647266400881,1.0490171127413264,0.8147570076984306,0.6355382524169663
82,0.7524946166781165,0.48455186902011244,0.4807779761193236,1.0042649453129577,0.8021375564740805,0.6602019082926813
83,0.7776405713101318,0.5906818570954466,0.6844244000948858,1.2180926332507525,0.7498708368958709,0.6645190664711275
84,0.8426516802826675,0.7306074544600952,0.8452941315841518,1.1813661575643304,0.8892340535981103,0.6798929662060681
85,0.8786735982819565,1.0793542923493216,0.9308231177333834,1.104445597335572,0.578097553684169,0.6410981013277751
86,0.6772735243092118,0.2881546359599059,0.5219698073126265,0.7270359027144718,0.8446954443035956,0.5477022882027278
87,0.686595947423693,0.6087844316374352,0.6526817222482139,0.6833414501446788,1.01831048758833,0.7659167588854747
88,0.4928251810900937,0.39056834454204237,0.42963711804068927,0.8907543235982782,0.839214872522824,0.6736198662330539
89,0.6321623065324903,0.5357282867829368,0.6694558258035863,0.7365352991836301,0.9950402037117743,0.5889676718272434
90,0.6350882666622387,0.6369643547220758,0.7398681943047335,0.7484015305057959,0.9153232243793604,0.7861192173676465
91,0.45238017961272625,0.5202688111861987,0.740374746924412,0.8616399577268433,1.0388554287618814,0.48357115889338537
92,0.5745096559592697,0.6079442264723276,0.38898220912631803,0.6660467442677315,0.95563550364585,0.674142489433423
93,0.6073945785255018,0.6186515017372447,0.7197327400248126,0.7825119593779597,0.8887804158274432,1.0252528976497357
94,0.5371005527864497,0.46835330248470836,0.5601063664857195,0.4176786254748498,0.9242082054649724,0.5947080617864877
95,0.9323218267836858,0.6759799168048521,1.009685473068549,0.7800630052229757,1.20075375262728,0.6908898331319255
96,0.6693812767709335,0.4742643077087787,0.7308313665206915,0.9798379783617296,1.1250826543387864,0.8339102973563726
97,0.7466862078467419,0.620891161013849,0.7659204480058512,0.8709574280464945,1.0791574390414589,0.5637243605734743
98,0.8262126165165682,1.1253738375091047,0.8816462962494801,0.6150990804122068,1.1315064479546089,0.6863524957339309
99,0.5497141361162231,0.36423279146219334,0.5402966715896513,0.5520722665200479,0.899559584373771,0.5080268273610192
100,0.5493803291606375,0.563750303169942,0.4497205706086602,0.6702403251595754,0.9243358907156469,0.6245304793606522
101,0.6860402158511788,0.4650828468019275,0.2851593317645616,0.860477850458638,0.747052124881513,0.5847814968643287
102,0.46292939559778923,0.25424593722791433,0.2657306226398636,0.6184668899692454,0.8705664252620997,0.17227078368879048
103,0.6350952390065928,0.3908509401368488,0.5640416339121522,0.6744174222637408,1.122334753265177,1.056936400711611
104,0.645925965192168,1.0381586554070532,0.4914711109725206,1.0604422261859616,0.9354027233059622,0.647318134816436
105,0.6530708142426698,0.37347941513626765,0.8232085003270181,0.6174159951921129,0.8094930497060794,0.8134586029489465
106,0.32090904297276046,0.6544941619748551,0.7623340598458569,0.600273687131149,1.4025887761303488,0.293559922459763
107,0.4872852211575637,0.5839546593628527,0.3915667381304395,0.5399704453373924,0.8820964879632806,0.3617155155007567
108,0.38170878579625156,0.21068746039617822,0.1677426446266398,0.3028876306964536,0.4611480873689206,0.346297221728519
109,0.9770340610732774,0.8945027766670838,1.7207714991556677,0.7663173474674726,2.14843075970773,0.7008409698015597
110,0.5985741195439294,0.7176241630082888,0.47008163141003445,0.3563670236153953,0.6056425661935545,0.43915313175808685
111,0.3616239494717238,0.7560479757092708,0.7757537905176379,0.6112937596005541,1.2232194089842616,0.40361129701020837
112,0.11784453821967807,0.1190885708212297,0.0,0.2682555607151574,0.4175070348695862,0.36866310648296713
113,1.2635672280081522,0.9674685287031639,0.5592673394060771,0.6830067107967572,1.274158625213964,1.1005570263507816
114,1.0165472508504594,0.8667726802838001,0.47052566456154665,0.685135740147397,1.3161223794873675,0.8292598314200074
